email_lenghth,word_free_freq,word_win_freq,word_click_freq,suspicious_words_freq,is_spam
414,13,2,3,16,1
715,5,3,4,34,1
575,7,3,4,47,1
748,4,9,2,15,1
361,7,9,3,1,1
932,1,7,4,42,1
56,14,3,2,30,1
52,11,4,2,15,1
672,16,1,2,46,1
968,0,3,0,32,1
799,14,6,4,20,1
412,13,2,4,16,1
800,19,0,1,34,1
557,15,7,0,53,1
323,8,7,4,53,1
555,0,5,4,50,1
855,16,6,1,51,1
788,12,9,3,6,1
932,4,1,3,53,1
64,9,4,0,28,1
241,5,6,2,10,1
680,18,8,1,29,1
534,12,0,1,17,1
77,0,2,4,56,1
763,19,5,4,45,1
88,14,6,1,15,1
322,13,5,2,5,1
280,7,0,3,1,0
135,9,3,0,54,1
523,8,5,3,42,1
175,16,7,0,42,1
861,8,9,2,57,1
586,2,3,1,9,0
194,10,6,2,3,1
574,11,2,1,48,1
261,9,7,4,9,1
74,16,0,0,8,1
629,16,3,4,44,1
443,10,7,1,42,1
116,3,9,0,41,1
282,6,3,0,23,1
158,13,1,4,4,1
195,6,1,0,34,1
160,7,3,1,3,0
277,0,3,1,34,1
160,3,1,4,41,1
519,11,6,2,55,1
83,2,5,1,12,1
672,12,2,1,36,1
825,19,7,0,31,1
985,5,7,0,44,1
418,10,0,1,58,1
797,3,2,4,55,1
644,19,4,2,0,1
603,15,1,0,56,1
474,6,4,0,10,1
662,10,9,2,25,1
567,0,2,0,2,0
741,6,8,4,48,1
331,11,0,0,50,1
369,6,3,0,12,1
787,6,9,1,31,1
492,9,5,4,47,1
364,15,8,4,49,1
926,7,2,1,22,1
790,8,2,3,57,1
426,8,4,2,51,1
338,1,6,4,22,1
486,12,4,3,50,1
711,12,7,2,29,1
326,3,4,4,5,1
759,11,6,0,54,1
631,16,5,4,6,1
552,1,9,2,46,1
673,12,1,3,29,1
565,17,2,0,36,1
399,14,3,2,47,1
892,7,4,2,31,1
495,14,8,4,5,1
879,0,5,1,34,1
399,19,0,1,31,1
656,9,2,0,11,1
713,11,6,2,3,1
872,4,7,3,31,1
186,8,6,0,58,1
808,7,4,0,53,1
948,15,9,4,34,1
292,13,7,3,47,1
592,12,8,2,15,1
89,12,6,2,54,1
278,4,8,2,50,1
597,15,0,0,14,1
969,10,8,4,40,1
272,4,2,0,51,1
55,12,5,1,1,1
371,10,7,1,5,1
517,18,2,2,13,1
781,2,3,4,40,1
124,14,6,2,28,1
53,6,6,2,41,1
896,6,3,0,25,1
695,5,8,2,17,1
167,2,2,2,46,1
930,12,7,4,3,1
655,6,7,4,36,1
553,4,3,4,56,1
996,17,6,2,54,1
623,7,3,4,52,1
490,16,0,4,37,1
243,19,0,3,24,1
896,0,0,3,46,1
764,13,1,1,51,1
441,16,5,0,28,1
75,9,9,0,33,1
484,11,4,4,15,1
222,15,1,1,36,1
349,13,7,1,29,1
694,15,8,3,22,1
375,7,6,1,59,1
459,9,8,2,35,1
167,16,3,4,27,1
885,17,6,2,0,1
836,19,4,0,7,1
773,15,4,3,52,1
274,16,2,2,41,1
581,15,8,4,14,1
162,18,9,2,33,1
189,7,4,2,18,1
608,5,5,1,43,1
50,5,2,3,29,1
139,8,9,0,9,1
703,3,6,4,43,1
369,11,8,4,57,1
599,11,8,0,52,1
854,16,9,4,26,1
943,14,9,1,19,1
188,8,4,2,24,1
560,6,6,1,8,1
917,9,2,1,39,1
894,15,5,1,33,1
308,11,7,0,20,1
722,6,7,3,23,1
951,17,1,0,55,1
739,14,5,0,6,1
59,5,6,1,3,0
310,11,6,3,50,1
968,10,2,0,7,1
699,19,8,3,55,1
221,2,1,1,12,1
947,1,2,0,57,1
62,5,1,3,20,1
217,4,8,4,34,1
691,17,3,0,4,1
645,15,1,0,51,1
370,7,2,0,7,1
368,19,3,3,1,1
662,10,9,2,58,1
378,9,5,0,23,1
834,11,4,4,41,1
826,5,2,4,53,1
960,19,9,1,15,1
969,4,7,2,3,1
599,8,7,2,58,1
468,15,6,3,29,1
655,13,2,1,45,1
144,7,0,3,29,1
866,19,4,1,34,1
630,18,0,2,41,1
367,13,5,3,12,1
285,6,6,1,36,1
995,4,4,2,53,1
383,17,3,2,48,1
934,1,1,0,48,1
425,10,4,3,10,1
508,7,8,0,57,1
186,0,3,2,18,1
979,11,1,3,17,1
637,1,5,3,59,1
596,17,7,4,16,1
562,6,1,1,10,1
345,16,8,4,14,1
369,13,6,4,7,1
967,6,1,2,43,1
621,2,4,1,28,1
881,5,4,4,16,1
398,19,6,4,25,1
889,1,4,3,55,1
828,16,5,2,4,1
922,11,8,4,3,1
278,11,2,1,55,1
319,16,2,0,23,1
877,9,7,0,10,1
847,2,9,2,29,1
340,19,5,0,39,1
774,17,9,3,47,1
214,12,2,3,47,1
54,11,1,1,34,1
900,16,1,2,43,1
428,3,1,2,55,1
127,9,4,0,44,1
459,10,4,4,32,1
623,5,0,4,35,1
181,5,1,4,20,1
650,8,1,1,37,1
798,14,3,2,4,1
91,1,6,0,4,0
138,3,2,1,20,1
451,4,4,3,24,1
345,16,8,3,9,1
889,7,4,3,57,1
344,7,8,2,18,1
665,11,0,3,31,1
575,7,8,4,17,1
849,18,4,3,57,1
740,2,7,1,33,1
686,17,4,3,47,1
471,18,5,4,14,1
914,18,7,3,23,1
72,14,1,0,4,1
624,5,2,4,52,1
192,15,8,2,53,1
714,7,4,3,31,1
194,15,4,1,8,1
274,17,8,3,54,1
552,19,9,1,4,1
870,15,2,0,4,1
665,10,3,2,57,1
153,6,6,4,40,1
996,16,1,4,40,1
88,16,7,2,33,1
996,11,4,0,6,1
247,12,0,0,25,1
695,9,2,3,0,0
628,6,8,0,51,1
440,13,4,3,33,1
228,0,7,1,25,1
603,16,0,2,56,1
497,3,6,1,31,1
549,4,6,1,11,1
64,19,7,1,5,1
672,6,2,1,19,1
718,9,0,4,18,1
338,16,8,0,15,1
527,6,0,2,3,0
280,0,5,2,31,1
972,6,8,1,17,1
469,10,1,2,4,1
206,8,3,3,56,1
599,11,1,2,53,1
490,2,3,1,49,1
146,3,1,2,5,0
460,3,0,0,56,1
338,12,2,1,13,1
303,18,7,4,51,1
245,9,4,0,48,1
647,4,3,2,17,1
883,6,4,4,52,1
571,15,5,0,9,1
566,0,5,3,22,1
684,11,4,0,55,1
891,1,5,4,50,1
914,6,8,3,56,1
167,10,4,2,17,1
855,12,5,1,3,1
958,1,3,2,51,1
208,6,2,1,31,1
864,14,5,1,46,1
277,10,4,4,5,1
926,1,3,3,25,1
265,6,4,3,5,1
997,3,6,0,34,1
745,10,0,2,40,1
64,1,0,4,42,1
206,15,0,2,4,1
697,6,1,0,13,1
310,12,8,0,1,1
206,4,4,4,53,1
96,16,8,0,50,1
373,11,4,4,39,1
893,18,6,0,12,1
734,6,5,3,50,1
179,5,1,4,4,0
460,7,2,3,46,1
144,12,4,3,35,1
676,4,3,4,35,1
804,1,5,2,49,1
981,8,7,1,55,1
341,10,7,0,18,1
843,5,2,0,19,1
860,6,3,2,21,1
332,6,0,1,30,1
118,18,1,2,40,1
709,5,8,1,46,1
60,10,9,4,43,1
303,10,9,4,3,1
891,6,1,3,2,0
921,1,5,3,36,1
599,18,6,4,24,1
183,3,5,3,48,1
761,5,7,4,36,1
72,16,8,2,58,1
864,4,7,0,3,0
395,6,4,4,52,1
351,8,7,4,38,1
412,0,9,4,6,1
445,0,9,3,6,1
267,18,8,3,48,1
190,5,7,3,24,1
665,17,1,3,14,1
259,9,1,2,6,1
672,10,2,4,46,1
665,0,6,2,51,1
877,0,8,3,3,0
732,12,7,2,33,1
509,4,8,4,53,1
405,19,5,4,44,1
373,0,0,3,43,1
182,19,3,4,41,1
937,2,5,2,18,1
854,17,5,1,46,1
889,8,7,4,48,1
176,13,0,2,52,1
155,16,1,2,37,1
653,13,1,2,26,1
848,3,5,4,4,1
427,4,6,1,52,1
954,16,1,3,59,1
100,1,4,3,57,1
78,4,5,4,12,1
511,3,3,4,58,1
345,3,0,0,45,1
346,5,2,1,55,1
775,19,9,2,13,1
828,12,8,2,29,1
456,4,5,3,46,1
818,6,1,4,47,1
863,19,8,1,9,1
662,0,3,3,31,1
454,13,7,1,0,1
395,3,9,4,23,1
671,16,6,2,28,1
469,13,2,0,42,1
231,15,7,1,6,1
874,13,3,2,30,1
50,15,1,1,16,1
880,19,4,1,29,1
999,7,0,1,24,1
616,2,7,4,27,1
420,18,7,3,35,1
985,0,2,1,6,0
960,1,0,4,34,1
710,14,3,0,55,1
480,9,8,3,19,1
358,17,8,4,13,1
186,13,0,0,49,1
251,16,6,3,49,1
485,12,5,4,55,1
362,0,6,0,29,1
166,4,6,4,55,1
715,12,7,0,0,1
986,13,7,1,37,1
852,2,9,1,40,1
624,14,1,3,24,1
293,18,3,0,33,1
586,16,3,1,7,1
651,2,9,3,55,1
124,15,7,2,19,1
855,13,2,1,29,1
435,11,2,1,3,1
952,11,1,4,20,1
259,10,0,2,26,1
524,16,7,0,9,1
467,7,8,3,22,1
396,16,8,2,32,1
578,19,7,0,10,1
689,10,4,1,40,1
988,1,0,3,18,1
925,9,8,3,10,1
812,9,5,2,3,1
228,10,6,4,22,1
231,5,7,0,4,1
713,3,4,2,52,1
74,11,5,4,48,1
229,10,6,4,49,1
759,12,6,4,4,1
550,4,1,3,17,1
905,5,0,0,16,1
210,0,7,0,57,1
226,5,4,2,2,0
334,17,9,1,42,1
112,8,1,2,48,1
711,14,2,0,57,1
715,7,5,3,7,1
205,18,9,2,55,1
931,15,5,1,39,1
518,5,7,2,22,1
98,5,4,4,22,1
898,2,4,1,1,0
133,9,6,4,56,1
410,0,9,3,38,1
738,13,4,0,20,1
197,3,8,2,51,1
679,11,5,2,23,1
391,5,6,4,52,1
525,10,7,4,37,1
112,11,4,0,19,1
750,9,3,2,49,1
409,17,7,0,59,1
610,6,9,4,38,1
376,6,8,4,59,1
818,10,0,1,49,1
785,3,2,4,26,1
190,19,3,4,43,1
264,0,6,0,38,1
484,12,5,1,6,1
940,17,9,1,32,1
772,8,9,2,28,1
367,8,0,3,9,1
81,8,3,2,9,1
719,9,5,2,11,1
334,1,2,2,2,0
354,5,1,1,2,0
478,14,1,0,12,1
526,2,9,4,44,1
335,10,3,1,30,1
193,5,0,4,26,1
473,2,9,4,5,1
68,10,1,3,26,1
67,14,9,2,34,1
818,12,1,3,59,1
639,19,3,2,46,1
420,9,3,1,8,1
224,5,0,4,52,1
243,14,6,3,5,1
551,17,6,1,5,1
162,17,9,1,39,1
163,6,9,2,25,1
271,14,9,4,42,1
727,17,0,2,18,1
996,17,7,2,15,1
880,19,9,1,40,1
693,8,6,2,22,1
946,1,6,0,10,1
313,7,5,4,15,1
974,19,3,2,28,1
104,1,7,2,37,1
920,10,1,3,58,1
692,6,6,4,48,1
849,5,2,4,47,1
827,9,2,2,19,1
507,4,6,0,20,1
927,10,2,3,27,1
211,0,4,0,49,1
429,1,7,2,32,1
136,0,3,4,49,1
104,18,6,4,39,1
525,1,6,0,25,1
849,19,1,1,53,1
227,3,7,2,9,1
440,11,9,4,33,1
398,19,9,1,8,1
57,17,8,4,55,1
882,0,5,4,35,1
362,0,4,1,10,0
808,13,0,0,9,1
884,3,0,2,45,1
492,4,8,1,6,1
816,10,3,1,50,1
377,12,0,4,37,1
103,15,9,1,15,1
810,12,2,2,50,1
288,1,5,0,25,1
278,15,7,0,31,1
628,5,9,0,30,1
100,13,1,2,50,1
658,0,7,4,31,1
653,16,0,2,44,1
313,10,1,1,11,1
467,18,7,3,26,1
852,2,6,3,56,1
145,10,4,3,21,1
137,4,9,0,14,1
127,16,1,2,7,1
337,6,8,2,3,1
169,9,4,0,51,1
863,10,7,1,7,1
540,2,3,3,22,1
961,19,8,3,52,1
501,9,9,0,15,1
549,9,6,3,47,1
214,13,1,4,33,1
231,11,2,2,21,1
518,14,1,3,48,1
959,9,4,3,22,1
784,9,1,4,56,1
872,18,4,1,4,1
993,0,8,1,36,1
56,9,1,4,43,1
379,1,8,1,6,1
824,16,6,0,36,1
722,6,6,4,25,1
200,6,4,2,59,1
134,19,7,2,27,1
196,8,6,2,3,1
673,1,5,3,48,1
430,13,1,4,31,1
964,16,5,4,37,1
597,0,1,1,45,1
334,8,0,4,8,1
749,19,8,4,35,1
131,18,4,1,25,1
563,3,9,4,10,1
946,7,9,4,19,1
864,12,3,0,52,1
758,3,7,1,47,1
965,8,4,0,47,1
572,8,6,3,47,1
795,17,2,1,37,1
435,11,7,4,14,1
756,9,7,4,34,1
520,10,2,0,8,1
168,6,8,0,32,1
445,8,7,3,10,1
581,5,0,3,21,1
310,18,7,4,5,1
854,15,3,2,55,1
983,14,5,3,36,1
305,6,9,4,56,1
783,15,8,3,56,1
954,4,4,1,59,1
275,15,6,0,49,1
102,0,0,4,20,1
989,18,8,3,11,1
916,4,5,0,6,0
549,6,3,2,1,0
555,18,5,3,38,1
903,4,4,4,40,1
413,16,2,1,23,1
329,7,6,0,25,1
642,0,2,0,24,1
763,1,1,1,19,1
207,14,3,4,39,1
681,19,6,2,40,1
108,17,4,1,41,1
776,10,8,2,43,1
177,9,9,4,1,1
785,3,6,3,41,1
770,4,8,3,34,1
931,3,8,4,32,1
164,12,1,2,16,1
258,12,0,1,57,1
575,17,3,4,21,1
570,1,3,4,0,0
601,15,1,3,36,1
286,0,2,1,29,1
330,18,2,3,45,1
408,8,4,2,5,1
250,2,0,2,40,1
807,6,8,0,53,1
327,9,7,4,13,1
284,0,7,1,35,1
543,9,2,1,32,1
53,8,1,3,37,1
715,14,0,3,38,1
491,14,5,1,52,1
78,2,9,3,5,1
158,4,0,0,25,1
659,8,4,4,23,1
776,8,8,0,32,1
854,6,8,2,7,1
124,11,3,1,43,1
887,8,6,0,42,1
195,5,6,0,33,1
177,1,3,3,33,1
902,8,4,3,23,1
91,16,8,3,1,1
405,0,6,2,7,0
90,18,6,0,52,1
983,5,9,4,24,1
83,4,6,3,56,1
66,1,8,2,29,1
726,8,4,2,31,1
202,13,5,3,55,1
427,3,2,1,29,1
637,3,0,0,56,1
648,14,1,3,6,1
678,7,7,4,47,1
923,3,0,0,23,1
391,15,9,2,53,1
76,3,6,4,8,1
874,15,4,0,15,1
336,11,5,4,1,1
695,15,7,2,34,1
780,18,3,3,33,1
217,7,5,4,21,1
659,5,2,3,18,1
317,9,6,2,58,1
798,4,1,2,48,1
870,17,7,4,51,1
504,9,6,4,20,1
955,9,7,2,11,1
734,6,1,4,10,1
450,17,2,4,51,1
971,0,3,4,53,1
525,6,8,4,18,1
751,0,4,0,57,1
683,14,5,2,5,1
607,3,0,2,41,1
625,19,3,1,13,1
179,9,3,3,32,1
871,8,9,1,46,1
412,1,7,4,37,1
754,13,7,4,12,1
868,15,9,0,55,1
742,0,5,0,25,1
341,1,7,0,13,1
420,6,8,0,44,1
843,9,4,0,23,1
78,19,0,0,47,1
198,0,0,0,0,0
828,12,1,0,45,1
345,0,1,0,44,1
60,4,4,2,54,1
561,15,6,0,29,1
725,14,6,3,9,1
162,16,3,0,9,1
236,15,3,4,27,1
856,12,9,4,3,1
793,10,2,0,13,1
276,16,1,0,11,1
359,16,2,4,53,1
147,1,7,3,37,1
104,12,0,1,46,1
672,13,3,2,36,1
713,10,6,4,9,1
807,9,4,0,40,1
455,2,1,2,26,1
118,16,0,0,41,1
361,14,5,1,55,1
338,8,4,1,11,1
811,9,2,4,21,1
597,7,8,2,3,1
800,12,2,2,28,1
197,17,1,1,35,1
516,4,4,0,44,1
788,5,8,4,56,1
293,16,7,3,13,1
540,10,5,1,11,1
898,19,2,1,44,1
556,15,5,4,19,1
414,8,4,0,44,1
531,1,0,2,22,1
250,4,4,1,21,1
203,0,6,4,33,1
499,3,8,4,20,1
550,3,0,4,50,1
122,2,2,2,8,0
762,8,7,1,9,1
345,11,5,4,48,1
66,9,4,2,9,1
690,1,9,0,51,1
266,10,1,3,44,1
110,9,2,1,51,1
988,5,1,2,56,1
665,17,0,3,29,1
91,1,6,3,32,1
74,1,2,2,1,0
88,9,6,2,48,1
852,15,6,2,31,1
180,11,7,4,44,1
547,0,0,0,16,1
278,7,4,4,27,1
157,15,9,3,44,1
221,17,8,3,16,1
484,12,6,3,50,1
527,14,0,2,58,1
151,11,7,1,13,1
915,7,2,4,51,1
573,9,3,1,9,1
324,13,3,0,33,1
662,4,9,0,13,1
93,17,7,4,16,1
866,18,0,3,36,1
66,14,7,0,21,1
379,5,8,1,17,1
618,10,8,1,34,1
872,10,4,2,47,1
546,19,3,3,57,1
864,19,3,2,50,1
61,17,8,4,17,1
367,17,7,0,51,1
641,9,9,2,29,1
265,1,9,2,36,1
388,8,6,4,39,1
825,13,2,1,5,1
710,18,3,1,14,1
130,9,8,4,56,1
776,3,7,1,34,1
534,5,0,4,25,1
423,13,2,1,40,1
759,3,9,4,26,1
249,14,1,1,29,1
586,15,1,2,10,1
515,6,7,2,51,1
138,16,5,1,23,1
317,18,5,4,57,1
704,18,3,2,54,1
620,16,0,0,13,1
971,5,6,1,22,1
538,10,7,0,8,1
926,15,1,0,41,1
587,7,1,3,46,1
96,10,0,0,17,1
337,6,3,0,52,1
827,18,5,3,50,1
65,9,4,3,38,1
760,8,3,3,18,1
450,3,3,4,4,0
968,14,9,3,52,1
843,12,6,4,17,1
135,1,6,1,58,1
299,1,1,4,32,1
440,15,6,1,43,1
831,8,1,3,37,1
384,12,3,3,12,1
678,2,0,1,48,1
568,8,4,2,8,1
186,12,0,4,25,1
932,1,3,0,52,1
737,7,8,3,0,1
889,8,7,4,11,1
547,15,5,4,23,1
876,1,7,3,0,0
776,5,4,1,3,0
526,7,6,3,6,1
643,4,7,4,51,1
272,8,6,2,27,1
421,0,3,1,36,1
984,8,4,3,54,1
451,9,9,0,51,1
492,3,5,3,4,0
539,2,5,4,38,1
664,9,8,4,31,1
322,14,9,0,48,1
575,10,1,1,30,1
208,13,5,4,43,1
201,5,2,1,14,1
669,11,1,1,2,0
237,12,5,3,48,1
862,16,3,1,45,1
147,15,4,4,46,1
180,2,4,4,46,1
854,1,2,2,14,1
220,10,3,1,50,1
985,8,2,2,42,1
232,2,6,3,17,1
413,17,0,2,20,1
88,19,5,1,9,1
576,14,3,4,20,1
937,13,0,3,25,1
546,1,0,1,40,1
565,16,4,3,55,1
398,7,4,0,2,0
970,9,9,1,0,1
446,17,6,0,20,1
771,18,3,2,10,1
210,7,8,1,15,1
65,7,3,0,34,1
542,2,6,4,20,1
475,2,4,2,40,1
157,11,4,1,10,1
943,16,5,1,30,1
499,3,7,4,48,1
360,16,4,4,0,1
788,13,2,0,40,1
219,18,5,0,31,1
595,8,1,0,2,0
463,11,7,3,59,1
300,4,7,2,31,1
808,10,2,1,41,1
830,19,7,2,4,1
190,2,8,4,56,1
323,14,4,2,42,1
465,13,4,2,36,1
657,10,5,0,11,1
788,19,6,4,13,1
940,7,2,2,43,1
88,3,4,1,50,1
863,11,0,0,8,1
78,7,9,2,59,1
526,5,4,4,6,1
367,14,3,1,15,1
294,11,0,4,27,1
797,15,6,4,59,1
746,15,0,4,6,1
321,19,7,3,13,1
489,19,9,1,31,1
797,3,1,4,7,0
288,10,9,3,26,1
426,12,4,0,52,1
315,8,5,3,49,1
975,3,8,0,58,1
970,11,6,3,56,1
408,8,5,4,2,1
389,12,4,3,26,1
438,15,5,3,29,1
626,5,3,4,33,1
738,9,0,0,25,1
52,12,8,4,57,1
478,6,4,1,36,1
191,18,7,3,39,1
425,18,6,1,50,1
719,16,7,4,21,1
373,12,0,4,31,1
195,12,8,2,40,1
342,1,0,1,1,0
714,9,2,2,46,1
481,12,7,1,7,1
754,8,0,2,41,1
998,0,0,2,6,0
634,13,5,1,18,1
448,15,4,4,32,1
866,19,5,0,53,1
938,14,2,4,1,1
393,0,9,0,2,0
189,16,9,1,27,1
236,12,5,3,13,1
854,14,1,4,14,1
110,15,7,2,20,1
988,15,5,4,13,1
429,1,3,1,58,1
759,16,3,3,39,1
856,10,6,3,17,1
489,7,2,4,53,1
368,19,2,4,48,1
351,2,5,4,38,1
393,11,8,1,19,1
60,19,0,0,0,1
111,15,4,0,8,1
894,13,0,2,8,1
275,15,0,1,42,1
202,16,2,3,50,1
760,10,2,2,37,1
613,16,3,3,38,1
821,18,2,3,28,1
620,0,5,4,14,1
633,11,3,3,19,1
709,14,7,3,37,1
910,17,0,1,40,1
624,13,7,4,29,1
359,0,0,4,46,1
934,12,0,2,25,1
292,14,6,4,53,1
542,6,0,0,54,1
415,14,8,1,5,1
379,19,7,2,38,1
156,9,0,0,16,1
275,13,1,3,5,1
874,5,1,0,27,1
267,13,1,2,8,1
986,11,5,4,26,1
802,10,3,1,34,1
555,19,7,2,45,1
308,18,0,0,5,1
937,1,9,0,3,0
823,19,3,2,15,1
566,0,9,2,22,1
822,7,4,2,47,1
103,13,8,4,22,1
96,8,4,2,28,1
776,1,2,3,40,1
738,4,3,1,3,0
570,7,9,1,39,1
148,15,6,3,55,1
69,15,0,0,39,1
939,12,5,0,23,1
802,19,7,0,5,1
622,14,0,0,39,1
940,0,7,4,5,1
539,2,6,3,57,1
468,5,0,1,13,1
739,13,8,3,13,1
899,3,2,1,49,1
111,17,1,0,44,1
194,14,6,4,46,1
265,8,2,2,34,1
52,17,0,2,5,1
209,2,9,0,22,1
788,9,2,0,19,1
830,16,5,3,16,1
169,6,2,4,19,1
942,14,4,4,47,1
138,0,8,3,5,1
378,10,6,4,39,1
629,16,1,4,27,1
959,4,0,2,12,1
406,6,6,4,28,1
659,18,3,0,44,1
316,14,6,2,19,1
666,2,5,0,57,1
372,14,6,0,16,1
684,4,3,3,52,1
590,11,2,4,54,1
698,19,4,4,53,1
244,4,2,4,34,1
970,2,2,4,44,1
787,8,3,2,38,1
381,8,7,1,51,1
219,6,1,0,36,1
570,1,3,1,42,1
512,15,2,1,22,1
89,8,6,1,17,1
586,12,1,2,35,1
310,18,0,1,19,1
444,19,9,2,53,1
275,16,0,3,59,1
173,5,5,3,58,1
87,3,2,3,6,0
377,0,6,2,35,1
300,17,7,2,41,1
950,18,4,0,0,1
225,8,4,1,48,1
651,12,1,4,36,1
963,7,7,4,48,1
503,12,9,1,34,1
86,14,0,4,40,1
365,10,9,4,2,1
737,11,8,4,34,1
845,13,0,2,28,1
642,3,0,2,8,0
163,0,0,2,36,1
89,3,6,1,59,1
350,18,3,3,55,1
273,8,6,4,41,1
367,9,4,0,46,1
398,3,6,2,24,1
164,19,9,0,11,1
747,8,6,4,37,1
372,12,3,3,6,1
617,11,1,0,6,1
89,10,7,4,54,1
915,11,1,4,3,1
89,17,8,2,44,1
908,11,4,3,46,1
798,15,8,4,30,1
338,4,8,3,49,1
311,19,7,2,49,1
265,11,7,0,38,1
196,10,3,1,9,1
385,8,3,1,47,1
217,17,1,1,22,1
141,2,3,3,25,1
402,19,3,1,22,1
620,16,5,0,28,1
620,13,2,4,7,1
865,0,1,3,18,1
730,16,7,0,28,1
830,7,1,3,42,1
412,4,7,3,52,1
606,4,6,3,5,1
394,8,2,2,28,1
742,2,5,4,23,1
219,18,5,1,55,1
405,8,9,2,9,1
240,17,4,4,50,1
716,15,7,1,59,1
471,0,4,2,13,1
749,1,6,2,51,1
56,13,5,0,5,1
182,13,6,2,3,1
796,0,8,3,57,1
606,15,2,2,51,1
875,14,9,3,14,1
810,14,6,4,36,1
80,11,9,4,47,1
584,15,2,3,57,1
475,13,1,0,38,1
443,14,6,0,27,1
721,14,3,4,1,1
412,18,0,2,12,1
486,7,5,4,1,1
719,1,5,4,59,1
600,1,5,3,57,1
976,9,1,0,40,1
131,2,0,3,31,1
405,16,2,4,51,1
307,7,1,1,4,0
767,3,5,2,2,0
638,13,5,4,1,1
573,9,4,3,13,1
344,0,9,1,57,1
273,3,9,1,39,1
574,0,4,4,51,1
95,16,8,0,43,1
716,16,4,1,48,1
162,6,9,2,28,1
282,19,5,3,47,1
66,14,3,3,37,1
409,12,9,3,5,1
272,1,0,4,49,1
915,18,3,3,33,1
749,12,1,3,7,1
497,10,9,2,58,1
905,14,2,0,54,1
414,9,6,4,45,1
724,8,6,4,1,1
375,8,0,3,25,1
516,19,7,2,16,1
463,0,6,1,58,1
504,16,0,3,23,1
635,11,7,3,30,1
282,9,1,4,15,1
273,4,7,4,57,1
880,17,2,3,49,1
461,14,9,4,20,1
621,5,6,2,37,1
384,6,5,1,25,1
271,16,4,1,16,1
86,5,9,1,49,1
327,7,1,3,45,1
245,11,1,3,41,1
965,13,0,3,3,1
913,11,8,2,49,1
533,9,7,1,42,1
291,19,7,4,53,1
373,14,0,4,47,1
780,6,4,0,3,0
241,8,5,0,58,1
66,9,1,4,18,1
573,9,9,1,37,1
967,15,4,3,24,1
450,6,5,4,7,1
955,4,8,4,17,1
935,2,9,0,50,1
754,17,0,1,17,1
71,10,9,4,47,1
523,14,2,3,57,1
169,19,8,3,6,1
259,4,0,2,56,1
355,11,0,3,16,1
319,3,0,4,58,1
753,14,6,4,2,1
736,8,4,3,21,1
334,6,5,0,14,1
765,9,7,1,30,1
725,12,1,4,35,1
812,7,1,3,25,1
276,11,2,3,47,1
997,18,2,4,13,1
430,0,2,2,57,1
509,15,3,1,16,1
56,16,2,4,8,1
78,17,1,3,6,1
956,10,8,2,45,1
82,17,5,4,26,1
695,6,2,1,27,1
928,17,8,2,54,1
128,7,3,3,11,1
977,5,3,0,16,1
996,6,7,1,8,1
508,9,6,2,43,1
619,10,6,4,43,1
587,12,9,4,7,1
531,8,6,2,26,1
479,6,9,4,59,1
787,8,4,2,41,1
334,12,6,1,11,1
565,2,3,4,36,1
148,2,7,1,19,1
446,0,8,3,0,0
538,19,2,3,8,1
88,1,6,3,46,1
320,2,9,3,23,1
936,14,8,4,33,1
846,5,0,2,35,1
206,12,1,4,3,1
124,0,6,4,28,1
933,19,1,1,22,1
849,18,6,2,34,1
179,0,0,0,15,0
736,1,2,0,7,0
133,14,4,2,26,1
71,13,5,0,38,1
508,18,8,2,57,1
588,10,8,1,11,1
756,14,2,1,43,1
898,5,7,4,3,1
431,19,3,0,46,1
797,8,6,2,24,1
489,4,5,1,5,0
653,19,7,4,2,1
70,1,5,0,38,1
352,5,3,0,53,1
918,17,1,0,23,1
133,18,6,1,20,1
823,8,3,1,5,1
708,5,8,0,32,1
502,13,8,1,7,1
436,12,6,0,32,1
556,10,4,3,47,1
306,11,2,1,2,1
619,18,2,2,59,1
941,18,8,1,1,1
983,18,8,0,37,1
576,12,3,2,39,1
211,13,0,4,55,1
212,17,9,2,38,1
881,11,4,2,38,1
842,3,7,1,23,1
841,9,9,2,20,1
573,16,3,2,50,1
835,3,9,0,17,1
320,11,9,1,34,1
541,12,3,0,10,1
257,3,8,1,10,1
588,9,8,4,2,1
633,2,6,2,59,1
109,14,9,1,22,1
479,1,7,2,0,0
706,16,3,2,22,1
654,5,7,3,21,1
358,7,5,0,58,1
569,2,2,1,41,1
640,17,6,4,29,1
76,0,2,3,1,0
735,15,6,0,57,1
611,6,4,4,16,1
248,2,3,4,40,1
436,3,2,2,49,1
398,8,7,0,19,1
989,4,3,3,8,1
742,18,7,1,56,1
585,14,9,1,59,1
877,7,2,3,10,1
427,5,9,2,16,1
948,17,8,2,13,1
965,18,5,4,17,1
607,14,4,0,17,1
576,6,4,4,43,1
202,9,2,1,49,1
783,5,1,3,7,1
255,13,5,0,28,1
504,16,0,3,7,1
322,8,6,0,25,1
943,18,4,1,27,1
285,4,3,1,7,0
901,6,8,0,59,1
789,18,9,2,19,1
570,19,0,0,46,1
727,6,3,1,7,1
993,1,2,3,13,1
880,15,5,4,12,1
775,12,4,3,54,1
550,7,6,1,39,1
166,5,0,3,16,1
435,5,4,2,50,1
393,8,1,2,25,1
633,3,1,0,5,0
444,10,1,3,16,1
113,4,8,3,3,1
766,16,9,1,24,1
770,19,2,0,6,1
121,6,3,0,16,1
